0,0.000262139,0.914894
0.0597668,0,0.85
0.0431909,0,0.935743
0.0122249,0,0.285714
0.0123242,0,0.0769231
0.0549486,0,0.792857
0.0584547,0,0.946429
0.0296697,0,0.967105
0.0358165,0,0.90378
0.0558425,0,0.928571
0.0116485,0,0.888545
0.0821632,0,0.722892
0.00570127,0,0.974537
0.0251973,0,0.190476
0.0177997,0,0.5625
0.0161935,0,0.65
0,0.00245704,0.710526
0.0097293,0,0.901235
0,0,0.482759
0.00784434,0,0.15625
0.0109064,0,0.695652
0.063495,0,0.927313
0.0489922,0,0.934043
0,0,0.947368
0.0330716,0,0.533333
0.0673776,0,0.906566
0.00942236,0,0.342857
0,0.0133509,0.89243
0.0451763,0,0.444444
0.0200042,0,0.872093
0,0.00180633,0.627907
0.00484075,0,0.90566
0.0314361,0,0.71875
0.0264598,0,0.769231
0,0,0.615385
0,0.00307437,0.647059
0.0088266,0,0.985507
0.00364744,0,0.953988
0.00730191,0.000174114,0
0.0254936,0,0.45
0.0462143,0,0.981588
0.00397904,0,0.874172
0.0274893,0,0.976667
0,0.010752,0.306818
0.0456287,0,0.922481
0.0291442,0,0.920949
0.052015,0,0.92
0.0296018,0,0.951883
0.024359,0,0.703704
0.0273611,0,0.995062
0.0456605,0,0.948718
0.0314613,0,0.607143
0.0107499,0,0.186047
0.0385299,0,0.863158
0,0,0.566372
0.0488312,0,0.904
0.0249357,0,0
0.0301958,0,0.651316
0.0209889,0,0
0.0662203,0,0.872072
0.00537704,0,0.974965
0.0265096,0,0.92268
0.0112297,0,0.384615
0.0267199,0,0.789474
0.0289126,0,0.953571
0.03741,0,0.982167
0.024768,0,0.859649
0.0297208,0,0.902736
0.00605135,0,0.899145
0.0205495,0,0.688172
0.0307379,0,1
0.0257374,0,0.306667
0.0580286,0,0.920958
0.00634246,0,0.943416
0.0527649,0,0.841004
0.0139499,0,0
0,0,0.985377
0.00399735,0,0.684211
0.0253905,0,0.978129
0.0258713,0,0.0606061
0.0347731,0,0.915575
0.0517353,0,0.969312
0.00627051,0,0.9
0.00667012,0,0.927039
0.0333383,0,0.946535
0,0,0.648352
0.0361658,0,0.900415
0.0650399,0,0.975256
0.048851,0,0.972034
0.00752721,0,0.580838
0.0333461,0,0.949264
0.0127654,0,0.409091
0.0302239,0,0.936073
0.0345593,0,0.978378
0.0123807,0,0
0.00464973,0,0.942931
0.00869587,0,0.892919
0.0305154,0,0.978118
0.00509063,0,0.978417
0.00585425,0,0.979592
0.00406992,0,0.922078
0.00601777,0,0.72449
0.0476336,0,0.944538
0.0349673,0,0.999054
0.0143199,0,0
0.0022845,0,0.958738
0.0161454,0,0.903226
0.00928738,0,0.860465
0.00479681,0,0.97125
0,0,0.946115
0.0236289,0,0.794444
0.0120371,0,0.358974
0.00401304,0,0.968605
0.0400025,0,0.834586
0.0411601,0,0.865643
0.00371283,0,0.97584
0.00942169,0,0.960256
0,0.000880541,0.675749
0.0436513,0,0.644444
0.0188741,0,0.0135135
0.000932803,0,0.937037
