0.2651,0.348222,0.207669,0.270086,0.256559
0.215988,0.415695,0.177725,0.173138,0.33968
0.349403,0.426648,0.36679,0.349073,0.341337
0.408281,0.676102,0.267796,0.304945,0.700444
0.300849,0.384531,0.247086,0.300958,0.581781
0.567624,0.509964,0.371469,0.545639,0.452169
0.429225,0.437895,0.293501,0.468144,0.293211
0.705678,0.588261,0.50678,0.607855,0.512696
0.648638,0.450978,0.527725,0.582619,0.222662
0.407047,0.380175,0.29733,0.399624,0.449513
0.528313,0.350985,0.343021,0.54526,0.212941
0.68073,0.429098,0.272537,0.413182,0.271924
0.865158,0.477456,0.693012,0.782193,0.164276
0.600108,0.351271,0.368291,0.536023,0.157461
0.680498,0.432515,0.400569,0.67504,0.346352
0.265675,0.422115,0.221452,0.245346,0.316882
0.298012,0.399678,0.230542,0.259157,0.288548
0.443178,0.70132,0.42276,0.33042,0.517196
0.464428,0.697948,0.49044,0.321685,0.519235
0.265186,0.367764,0.223359,0.245094,0.253964
0.315374,0.304933,0.211028,0.287863,0.212929
0.537669,0.514184,0.470282,0.437671,0.301006
0.331836,0.408887,0.270609,0.331479,0.549745
0.254446,0.323268,0.161788,0.246924,0.248407
0.469864,0.478472,0.361955,0.451202,0.494788
0.734054,0.584215,0.614242,0.674658,0.404929
0.628033,0.390556,0.444214,0.521383,0.140845
0.647692,0.446401,0.397956,0.543109,0.176848
0.651083,0.460019,0.530997,0.601244,0.259249
0.733968,0.604971,0.273436,0.645156,0.313835
0.365692,0.824322,0.238118,0.220623,0.980868
0.350556,0.390034,0.337058,0.285126,0.267221
0.17823,0.4541,0.115541,0.112635,0.797633
0.30855,0.427901,0.26434,0.229578,0.309362
0.336561,0.485336,0.284909,0.273024,0.643273
0.439613,0.448102,0.383792,0.421258,0.284522
0.249463,0.364111,0.178856,0.1869,0.309716
0.451871,0.615653,0.368312,0.357197,0.460463
0.631791,0.500755,0.665607,0.558763,0.191274
0.429622,0.325886,0.397023,0.42204,0.141858
0.696004,0.500571,0.750201,0.682179,0.0804019
0.441927,0.362739,0.335457,0.385418,0.153411
0.530403,0.541406,0.265379,0.433755,0.510554
0.561978,0.258392,0.342844,0.451076,0.166026
0.837841,0.576586,0.636076,0.716239,0.385066
0.442589,0.370845,0.372333,0.366482,0.208705
0.338256,0.394993,0.263612,0.274075,0.26528
0.499543,0.697077,0.272361,0.322853,0.719882
0.563355,0.532303,0.536273,0.528474,0.282968
0.467269,0.837944,0.212428,0.28501,0.979393
0.734084,0.53913,0.325511,0.442532,0.329822
0.597271,0.384972,0.329302,0.415935,0.223698
0.657935,0.501101,0.416605,0.49215,0.245909
0.689964,0.532296,0.316314,0.434941,0.530242
0.707963,0.459778,0.36074,0.466133,0.313765
0.93647,0.444524,0.253642,0.452519,0.291809
0.994212,0.439476,0.371224,0.461897,0.197291
0.954842,0.423429,0.363525,0.549003,0.223773
0.841155,0.376239,0.328664,0.448554,0.17362
0.858014,0.454836,0.331607,0.517003,0.191915
0.596364,0.771515,0.490875,0.447674,0.533007
0.241459,0.442073,0.150975,0.159402,0.71743
0.407605,0.387673,0.376535,0.320555,0.217416
0.363947,0.642567,0.174807,0.200351,0.818398
0.486802,0.588622,0.399567,0.319302,0.385054
0.58601,0.483286,0.477817,0.415405,0.241527
0.473655,0.387662,0.342979,0.392738,0.184793
0.508444,0.446358,0.297516,0.378837,0.246773
0.449617,0.396235,0.320669,0.355059,0.203384
0.370688,0.371057,0.285721,0.277031,0.231489
0.680781,0.539699,0.206279,0.353113,0.639009
0.829563,0.532736,0.411023,0.549623,0.422844
0.739119,0.548317,0.462578,0.576689,0.34366
0.810838,0.506597,0.276342,0.384193,0.213955
0.734135,0.506047,0.356154,0.429371,0.194502
0.452461,0.716968,0.332208,0.296694,0.578472
0.244905,0.332019,0.190489,0.193793,0.271867
0.413108,0.793607,0.239867,0.251753,0.655653
0.303847,0.498415,0.24657,0.208307,0.705131
0.497521,0.433666,0.454324,0.461621,0.18752
0.621441,0.629416,0.421558,0.435978,0.565562
0.3721,0.351113,0.330964,0.292255,0.216284
0.346841,0.354975,0.254813,0.26842,0.226674
0.638829,0.684702,0.359994,0.40535,0.605965
0.609048,0.397753,0.556614,0.575865,0.0678639
0.819679,0.737429,0.541979,0.547116,0.214381
0.631925,0.53284,0.306354,0.392239,0.308398
0.459165,0.303965,0.368971,0.405532,0.105706
0.88128,0.69826,0.318868,0.389645,0.355324
0.74982,0.517808,0.466812,0.536201,0.14469
0.512644,0.567472,0.350509,0.35583,0.377595
0.371386,0.445427,0.250445,0.267319,0.309447
0.415777,0.390748,0.29634,0.321638,0.246696
0.349142,0.450534,0.241999,0.221358,0.342102
0.56915,0.641311,0.362483,0.357217,0.439475
0.672005,0.540142,0.208134,0.288056,0.65209
0.563419,0.416897,0.315961,0.354705,0.239601
0.816201,0.532562,0.372139,0.442448,0.28797
0.720056,0.459748,0.353259,0.413255,0.247731
0.575622,0.446524,0.301758,0.351187,0.268647
0.916563,0.4315,0.417614,0.557251,0.158278
0.866778,0.514207,0.410837,0.553225,0.410122
0.927217,0.437498,0.536832,0.588142,0.132893
0.910228,0.456661,0.259922,0.46693,0.533828
0.917082,0.353386,0.481783,0.566964,0.0717278
0.475152,0.736063,0.319794,0.302536,0.55939
0.355522,0.447527,0.291886,0.275128,0.321311
0.385088,0.466248,0.310986,0.273335,0.312561
0.438593,0.696251,0.278584,0.250823,0.525489
0.440377,0.447367,0.381974,0.352977,0.251287
0.72825,0.642802,0.328429,0.324378,0.353825
0.706147,0.52003,0.496391,0.477377,0.231684
0.377306,0.385788,0.194224,0.209277,0.284263
0.558846,0.396228,0.44073,0.463863,0.13005
0.703197,0.555715,0.480746,0.514461,0.259177
0.99486,0.69098,0.404942,0.48957,0.240538
0.920998,0.655098,0.294975,0.406753,0.59437
0.545059,0.414951,0.369347,0.389793,0.189169
0.98739,0.594381,0.51277,0.551783,0.182806
0.630801,0.471015,0.239327,0.316329,0.214061
0.47648,0.637177,0.365372,0.350572,0.405351
0.2935,0.412077,0.25265,0.207396,0.306778
0.495967,0.77572,0.349975,0.323379,0.565946
0.468035,0.72835,0.289555,0.257291,0.554682
0.418224,0.697854,0.279415,0.19879,0.816065
0.555378,0.719704,0.310501,0.269918,0.433238
0.629956,0.682018,0.534419,0.50624,0.28074
0.58475,0.647651,0.428651,0.463603,0.270881
0.615153,0.81008,0.35868,0.372802,0.459686
0.690416,0.67547,0.540574,0.514917,0.300485
0.779992,0.723132,0.425261,0.450231,0.139366
0.548479,0.407777,0.428461,0.476334,0.112815
0.851802,0.771201,0.410594,0.465007,0.249511
0.835308,0.72962,0.377373,0.445008,0.211598
0.639958,0.452105,0.463566,0.524638,0.116333
0.346591,0.368141,0.309864,0.343817,0.182412
0.239885,0.342006,0.180676,0.222359,0.255699
0.23302,0.347867,0.165124,0.21019,0.259835
0.538262,0.615932,0.550301,0.478183,0.310635
0.325759,0.607563,0.150368,0.216988,0.780004
0.309054,0.337887,0.230935,0.290698,0.207319
0.377595,0.381055,0.283283,0.377649,0.482241
0.464494,0.400783,0.351654,0.423849,0.121154
0.440573,0.370542,0.332041,0.423055,0.164832
0.29907,0.274933,0.223092,0.309922,0.182252
0.693097,0.388336,0.476073,0.60256,0.0880213
0.329939,0.284878,0.207345,0.330506,0.175026
0.680341,0.47219,0.563328,0.691664,0.0671229
0.550641,0.361327,0.418798,0.522552,0.140797
0.731741,0.413843,0.444749,0.633045,0.0851618
0.345552,0.471526,0.314946,0.295394,0.276241
0.435663,0.596204,0.370093,0.300453,0.702648
0.230788,0.346204,0.172918,0.201103,0.740511
0.172971,0.362279,0.120644,0.123725,0.745236
0.275292,0.511243,0.17445,0.225979,0.391638
0.440635,0.427788,0.329752,0.409132,0.177986
0.367315,0.438445,0.227215,0.252748,0.260302
0.30938,0.357551,0.25585,0.307671,0.200074
0.514958,0.532816,0.320471,0.415968,0.557403
0.42784,0.482416,0.351123,0.427986,0.531635
0.510456,0.611632,0.360964,0.45707,0.16391
0.549397,0.468005,0.391598,0.504845,0.116096
0.498947,0.346556,0.295112,0.403571,0.201278
0.478823,0.461259,0.33937,0.425519,0.465276
0.437347,0.418624,0.269514,0.392911,0.530241
0.246156,0.568421,0.157602,0.159329,0.853206
0.333338,0.46117,0.29046,0.284915,0.679522
0.227707,0.412596,0.217764,0.160316,0.782967
0.244596,0.368782,0.239792,0.198223,0.254538
0.196413,0.350999,0.15697,0.165924,0.279825
0.596208,0.569022,0.598195,0.553263,0.183797
0.390108,0.422847,0.287185,0.330611,0.223987
0.308774,0.425832,0.236835,0.301132,0.205888
0.400446,0.514772,0.340295,0.371171,0.561847
0.249944,0.40802,0.166117,0.187963,0.285689
0.501498,0.356575,0.418189,0.49142,0.072265
0.429711,0.431237,0.296614,0.371108,0.178777
0.584209,0.523813,0.515366,0.542808,0.386314
0.475459,0.527997,0.360765,0.462008,0.118034
0.422545,0.379448,0.310559,0.409794,0.13607
0.50891,0.586393,0.35294,0.403215,0.358985
0.287387,0.546179,0.166069,0.126028,0.839739
0.594471,0.585358,0.493073,0.468622,0.300445
0.514844,0.787064,0.138612,0.172561,0.88245
0.435392,0.540217,0.390278,0.289702,0.349931
0.531228,0.3114,0.386011,0.392216,0.111017
0.655411,0.439088,0.52826,0.556855,0.106539
0.544276,0.50716,0.24505,0.319268,0.323309
0.715063,0.555141,0.291029,0.450605,0.599711
0.716921,0.46523,0.352854,0.388667,0.19571
0.699911,0.403535,0.194592,0.343758,0.206769
0.910469,0.466972,0.339881,0.48601,0.45136
0.96063,0.43473,0.50113,0.589741,0.0548306
0.777208,0.489914,0.354657,0.454592,0.476161
0.894484,0.524181,0.52969,0.589012,0.0816066
0.501232,0.534761,0.520469,0.401123,0.288825
0.199328,0.370893,0.127562,0.140397,0.303947
0.157861,0.375575,0.119615,0.0964573,0.811327
0.334948,0.291826,0.30409,0.294743,0.157195
0.2419,0.365601,0.214064,0.184404,0.259428
0.389923,0.403623,0.219394,0.253659,0.235089
0.56364,0.505396,0.371332,0.41746,0.205889
0.541814,0.492747,0.410077,0.464839,0.155727
0.365411,0.373632,0.314656,0.289784,0.207356
0.462776,0.471255,0.351603,0.349762,0.231734
0.792298,0.599814,0.544048,0.570584,0.107414
0.700831,0.480293,0.411508,0.52639,0.105963
0.531981,0.428236,0.281179,0.394298,0.178119
0.43107,0.332667,0.303155,0.349067,0.148845
0.391591,0.40555,0.16913,0.227003,0.684
0.27266,0.37881,0.222415,0.221577,0.246806
0.486134,0.550523,0.451752,0.430761,0.250002
0.486503,0.629967,0.435832,0.387312,0.362455
0.261896,0.465444,0.197518,0.187144,0.796861
0.27343,0.406668,0.233053,0.205013,0.290867
0.575089,0.717642,0.38364,0.373268,0.653571
0.508387,0.644429,0.25246,0.295979,0.384723
0.315098,0.453655,0.229211,0.196563,0.737489
0.569506,0.760319,0.446042,0.318754,0.36022
0.377669,0.379679,0.328065,0.337399,0.179228
0.330148,0.401029,0.183896,0.214423,0.697028
0.535361,0.527044,0.275175,0.396044,0.557045
0.357797,0.410623,0.316942,0.295347,0.599496
0.561087,0.529669,0.397658,0.479357,0.141251
0.678965,0.741599,0.326291,0.431768,0.193368
0.31606,0.369584,0.240444,0.252774,0.233787
0.473111,0.458827,0.444366,0.337228,0.25304
0.418998,0.569536,0.211535,0.23809,0.730882
0.598161,0.756002,0.371985,0.340635,0.725759
0.536419,0.6808,0.370428,0.372993,0.419441
0.658452,0.456531,0.494936,0.489919,0.168289
0.719992,0.51823,0.30585,0.375524,0.281771
0.622877,0.455971,0.366377,0.428388,0.211708
