,0.854433,0.0768381,0.125728,0.0527499,0.0218911,0.81822,0.0584089,0.128504,0.0452943
,0.769145,0.107492,0.100984,0.0813258,0.10849,0.721226,0.047285,0.0273674,0.0454292
,0.661174,0.348122,0.349397,0.100464,0.333685,0.617988,0.0994482,0.116922,0.327338
,0.74781,0.056942,0.122986,0.07643,0.0362802,0.731037,0.0408704,0.152603,0.0306526
,0.844931,0.285309,0.430965,0.119394,0.108492,0.725512,0.0515055,0.18245,0.116123
,0.797616,0.286788,0.0442866,0.104733,0.198914,0.784899,0.0700293,0.0974801,0.0546118
,0.926341,0.398528,0.142134,0.403406,0.233677,0.948753,0.192574,0.223237,0.138247
,0.838418,0.239577,0.194621,0.329993,0.264968,0.832285,0.389889,0.382744,0.274965
,0.839526,0.171974,0.136948,0.278887,0.269129,0.909858,0.178593,0.212599,0.209432
,0.512082,0.719597,0.185006,0.243871,0.137386,0.6237,0.312833,0.282384,0.253544
,0.783775,0.220321,0.153585,0.2369,0.233016,0.663837,0.187689,0.0845573,0.0987432
,0.929788,0.0367205,0.120744,0.0828174,0.0874579,0.910114,0.0697952,0.0745654,0.0598569
,0.810065,0.202222,0.112254,0.259962,0.154959,0.810893,0.134014,0.102698,0.0969446
,0.812649,0.0689006,0.188332,0.219178,0.124777,0.822575,0.250548,0.105902,0.308566
,0.331431,0.0501932,0.0598588,0.0573035,0.642983,0.324847,0.037692,0.0414516,0.050882
,0.795298,0.162392,0.0601637,0.422547,0.254173,0.776901,0.414519,0.369968,0.105851
,0.70865,0.0750318,0.534916,0.545872,0.352015,0.492037,0.353899,0.544718,0.306936
,0.836671,0.145417,0.0208259,0.0297977,0.0278899,0.807514,0.0203797,0.015513,0.0310513
,0.567959,0.0793637,0.0649029,0.0231249,0.0446934,0.550215,0.0696896,0.0423947,0.0463033
,0.456961,0.0677646,0,0.161109,0.128963,0.474938,0.593851,0.19567,0.184447
,0.684208,0.0849849,0.29514,0.175864,0.196993,0.67479,0.215167,0.310108,0.205565
,0.772765,0.0492535,0.0337192,0.0414418,0.173319,0.772233,0.14551,0.0286606,0.0164592
,0.895653,0.42411,0.406379,0.246862,0.282053,0.897169,0.309749,0.29562,0.353392
,0.652032,0.0935512,0.0892256,0.0223349,0.10058,0.577579,0.0580831,0.0752089,0.0666109
,0.573326,0.0696023,0.0690378,0.417276,0.0169036,0.544519,0.0313392,0.0412421,0.414222
,0.801512,0.153283,0.0529268,0.0276674,0.0383875,0.768683,0.038333,0.0159518,0.134916
,0.821275,0.328639,0.314652,0.148783,0.27452,0.760682,0.0753497,0.116777,0.191948
,0.824424,0.142333,0.251104,0.00932182,0.0636335,0.801513,0.129959,0.138108,0.127062
,0.964205,0.105524,0.135378,0.0303413,0.0655509,0.90167,0.0670888,0.0700937,0.0435604
,0.785755,0.0505133,0.0187932,0.0231068,0.0237555,0.760528,0.202635,0.0144222,0.0128681
,0.833966,0.231655,0.307181,0.17197,0.136825,0.798983,0.272647,0.113075,0.1121
,0.703319,0.110159,0.293674,0.0265056,0.0369444,0.665483,0.0361427,0.270723,0.258156
,0.849599,0.0265962,0.0319488,0.0171668,0.0163195,0.82567,0.0158173,0.142835,0.0172319
,0.74406,0.0309358,0.0330783,0.0483635,0.0314603,0.730212,0.0403795,0.24923,0.281288
,0.635103,0.322698,0.0202475,0.0420748,0.0302219,0.630098,0.0239959,0.0306322,0.0258198
,0.59694,0.0253497,0.0152693,0.00658332,0.0142135,0.591614,0.0132462,0.0146876,0.0187603
,0.963915,0.032537,0.0387881,0.020359,0.010253,0.943885,0.017639,0.022721,0.0208793
,0.798495,0.0712719,0.0756568,0.0481145,0.0345224,0.759659,0.0237553,0.0451308,0.00435465
,0.861965,0.0917595,0.0821793,0.0461426,0.0787651,0.802796,0.0490516,0.0432121,0.0729273
,0.907282,0.178301,0.246271,0.148636,0.1378,0.898049,0.222747,0.188434,0.123255
,0.782868,0.258276,0.153973,0.0260055,0.06016,0.776308,0.218754,0.274529,0.100914
,0.73248,0.0365618,0.0361982,0.251082,0.0364006,0.724104,0.0338109,0.0536313,0.0478317
,0.76105,0.0275645,0.0707819,0.223716,0.213138,0.735781,0.0317892,0.0257772,0.219375
,0.548307,0.0217408,0.0506423,0.414435,0.021673,0.544729,0.0128878,0.0239246,0.411969
,0.802263,0.013546,0.222394,0.0229752,0.0145392,0.773285,0.0209139,0.0242487,0.0208844
,0.988383,0.164712,0.324163,0.16908,0.261639,1.07382,0.138131,0.0827356,0.174798
,0.521303,0.0529588,0.0405662,0.0388736,0.0411308,0.471656,0.032655,0.0357705,0.469347
,0.792258,0.153424,0.336036,0.0733729,0.227686,0.6966,0.116117,0.132965,0.142793
,0.903113,0.218153,0.0602103,0.225199,0.251275,0.939547,0.249105,0.351817,0.190252
,0.865849,0.0432638,0.431369,0.335651,0.278188,0.871664,0.362531,0.325404,0.371259
,0.969629,0.109598,0.0565581,0.0565978,0.161004,0.961928,0.0449028,0.0153246,0.0622554
,0.672005,0.269764,0.310994,0.152518,0.0882122,0.515751,0.114184,0.208515,0.167353
,0.920391,0.305718,0.305179,0.252165,0.387587,0.986445,0.196221,0.305132,0.123895
,0.716715,0.165854,0.175065,0.0263845,0.0165862,0.721773,0.0595814,0.0436972,0.0701757
,0.944149,0.34987,0.148039,0.13498,0.142567,0.929119,0.048719,0.0288871,0.104113
,0.72938,0.0332505,0.257739,0.251931,0.0165178,0.727965,0.0297385,0.0479152,0.0237189
,0.563345,0.0661477,0.439544,0.0460786,0.49178,0.580162,0.326939,0.250559,0.170605
,0.740738,0.0362218,0.0462437,0.0872272,0.0665834,0.711685,0.0526395,0.28618,0.0426942
,0.751397,0.036112,0.0284914,0.0373284,0.0239368,0.747936,0.224203,0.0287254,0.0210974
,0.931976,0.149815,0.0645241,0.0791426,0.0943874,0.920768,0.0348036,0.0784995,0.0869514
,0.799975,0.190508,0.163993,0.473954,0.306923,0.788897,0.333436,0.372053,0.466933
,0.973641,0.021015,0.0660516,0.0600488,0.0713715,0.981142,0.0917254,0.0872256,0.0691194
,0.700842,0.206671,0.21511,0.103649,0.049115,0.587083,0.0683298,0.0877798,0.211086
,0.807994,0.0247106,0.172861,0.0165816,0.012163,0.790285,0.0100868,0.0171089,0.019847
,0.87598,0.168172,0.306264,0.20107,0.0865245,0.902172,0.25681,0.213166,0.15045
,1.04297,0.19474,0.424089,0.054062,0.141498,1.05103,0.205832,0.19806,0.183151
,0.770535,0.094018,0.102884,0.067562,0.281048,0.72547,0.0987267,0.0732006,0.251616
,0.554446,0.0509866,0.0330603,0.0160938,0.0265721,0.530217,0.0243266,0.427541,0.0219803
,0.860815,0.0411922,0.205571,0.341958,0.239207,0.839756,0.394923,0.386641,0.268456
,0.981233,0.02976,0.0379297,0.0462507,0.0232586,0.983619,0.0315984,0.0525238,0.0308678
,0.861664,0.0188784,0.0074867,0.305467,0.322641,0.722439,0.295312,0.380629,0.373124
,0.527033,0.0581819,0.496943,0.0235912,0,0.525502,0.031178,0.0125004,0.0375533
,0.682213,0.0609038,0.0689044,0.0377769,0.0299906,0.694034,0.0119407,0.366531,0.0245827
,0.740055,0.0390614,0.0298296,0.0241777,0.0175281,0.732147,0.0261239,0.0108513,0.0254986
,0.65522,0.0350508,0.0275241,0.338991,0.0139943,0.671087,0.0295682,0.0312308,0.325247
,0.795088,0.479413,0.206373,0.0988693,0.250188,0.746531,0.26564,0.268667,0.30962
,0.964191,0.0374162,0.0364144,0.0178949,0.00829546,0.958166,0.0104511,0.0222372,0.0154753
,0.720646,0.07837,0.490303,0.31895,0.498507,0.742754,0.44384,0.323412,0.457729
,0.763779,0.0993144,0.133445,0.0333015,0.0278855,0.72522,0.0413214,0.00811517,0.0593955
,0.791331,0.343958,0.312573,0.156309,0.239676,0.875858,0.212601,0.347626,0.418805
,0.343276,0.696229,0.190991,0.388033,0.427039,0.597575,0.816644,0.453519,0.427004
,0.970311,0.0792473,0.0370414,0.372756,0.164009,0.974995,0.481637,0.14839,0.372774
,0.865755,0.176553,0.115217,0.0350137,0.0982289,0.788599,0.117823,0.131171,0.106255
,0.812252,0.0299016,0.0381633,0.035675,0.158233,0.791345,0.149112,0.160449,0.0171646
,0.654229,0.441094,0.232364,0.464324,0.260634,0.654469,0.170384,0.0249165,0.0550917
,0.33628,0.00553717,0.00335852,0.65283,0.650187,0.338848,0.659819,0.0624739,0.0486229
,0.780736,0.241323,0.20494,0.257786,0.347761,0.194501,0.179088,0.36962,0.209681
,0.699723,0.147591,0.381393,0.438918,0.364089,0.383768,0.13501,0.289443,0.301584
,0.706776,0.173012,0.129623,0.0868049,0.112749,0.364372,0.165091,0.173631,0.427391
,0.83405,0.152017,0.148522,0.25111,0.238809,0.0406204,0.111858,0.216842,0.15576
,0.93918,0.053914,0.0776379,0.0467295,0.0869946,0.0566543,0.0621426,0.039718,0.0678458
,0.346942,0.0386739,0.0304355,0.0572184,0.0140658,0.0506128,0.0569741,0.027774,0.647313
,0.731813,0.0752788,0.322603,0.329697,0.0688281,0.0877504,0.196881,0.0817891,0.0359426
,0.832517,0.173565,0.0534694,0.25304,0.309875,0.322086,0.0921155,0.135807,0.20099
,0.383228,0.156482,0.0463943,0.612025,0.166964,0.201473,0.572618,0.227116,0.156709
,0.760814,0.371806,0.404011,0.353285,0.18236,0.394668,0.125376,0.0470248,0.119923
,1.00421,0.29547,0.477297,0.144519,0.266267,0.295799,0.235037,0.194174,0.144221
,0.990991,0.224615,0.137227,0.135535,0.161538,0.252481,0.267714,0.208482,0.123843
,0.801634,0.018749,0.108546,0.126427,0.0600748,0.137365,0.0754329,0.0686948,0.14108
,0.848784,0.191151,0.293734,0.165709,0.137789,0.184256,0.280338,0.207505,0.258571
,0.709748,0.16794,0.0870308,0.0301119,0.044605,0.0928118,0.308325,0.0139853,0.0754044
,0.992599,0.47059,0.689923,0.122055,0.113347,0.112497,0.0459511,0.0442361,0.0751665
,0.981626,0.0663986,0,0.0775938,0.073296,0.0932657,0.0474878,0.0449072,0.0396636
,0.906712,0.267866,0.199171,0.0531103,0.0471552,0.34943,0.0927925,0.0529822,0.0290037
,0.825491,0.119933,0.0722998,0.236313,0.095159,0.0502404,0.0363319,0.0233515,0.0206825
,0.833724,0.13637,0.131687,0.127775,0.037605,0.158647,0.110368,0.0837829,0.106987
